id,date,time,pond_id,pond_size,fish_number,temperature,oxygen,salinity,Ph,water_quality,fish_weight,fish_liveness,feed_interval,feed_weight
232,2025-08-20,12:59:12,A01,8,51660,30.2,7.8,0.18,7.0,97.5,493.7,4956.0,24.9,494.99
233,2025-08-21,11:08:06,A01,8,51649,31.7,8.0,0.2,7.0,96.8,495.3,4857.0,22.1,334.71
234,2025-08-22,08:46:07,A01,8,51637,30.6,7.6,0.18,7.0,97.9,497.0,2722.0,21.6,445.82
235,2025-08-23,13:54:13,A01,8,51626,31.2,7.9,0.17,7.0,95.0,498.7,4533.0,29.1,391.49
236,2025-08-24,16:24:23,A01,8,51614,30.4,8.0,0.16,7.0,95.5,500.3,2802.0,26.5,487.89
237,2025-08-25,12:20:44,A01,8,51606,30.3,8.0,0.15,7.0,95.5,502.0,2653.0,19.9,501.42
238,2025-08-26,11:23:17,A01,8,51595,30.0,7.9,0.17,7.0,96.6,503.7,3697.0,23.0,531.97
239,2025-08-27,13:55:11,A01,8,51584,30.0,8.0,0.16,7.0,95.8,505.3,2622.0,26.5,538.65
240,2025-08-28,10:02:12,A01,8,51574,31.0,7.9,0.16,7.0,97.7,507.0,3390.0,20.1,421.0
241,2025-08-29,15:19:56,A01,8,51563,30.5,7.4,0.15,7.0,99.3,508.7,2509.0,29.3,460.19
242,2025-08-30,12:53:29,A01,8,51553,31.7,7.3,0.16,7.0,96.8,510.3,4942.0,21.6,325.45
243,2025-08-31,10:40:24,A01,8,51545,30.9,7.6,0.18,7.0,96.8,512.0,3401.0,21.8,424.63
244,2025-09-01,08:03:44,A01,8,51536,27.6,7.7,0.18,7.0,98.5,514.5,4555.0,21.4,761.61
245,2025-09-02,17:48:41,A01,8,51525,29.4,8.0,0.15,7.0,97.1,517.0,2545.0,33.7,621.86
246,2025-09-03,17:39:46,A01,8,51517,29.3,8.0,0.15,7.0,96.2,519.5,2826.0,23.9,636.63
247,2025-09-04,17:46:15,A01,8,51506,28.0,7.6,0.15,7.0,98.2,522.0,4811.0,24.1,768.0
248,2025-09-05,10:20:07,A01,8,51499,28.8,7.7,0.16,7.0,95.8,524.5,2572.0,16.6,684.14
249,2025-09-06,08:32:34,A01,8,51489,29.4,8.0,0.15,7.0,97.0,527.0,3573.0,22.2,633.45
250,2025-09-07,12:37:04,A01,8,51481,29.3,7.8,0.15,7.0,100.0,529.5,3957.0,28.1,637.63
251,2025-09-08,09:59:54,A01,8,51472,28.5,7.7,0.15,7.0,95.2,532.0,4581.0,21.4,729.77
252,2025-09-09,15:47:40,A01,8,51465,27.8,8.0,0.18,7.0,98.8,534.5,4114.0,29.8,810.39
253,2025-09-10,14:24:53,A01,8,51456,28.4,8.0,0.18,7.0,98.7,537.0,3143.0,22.6,765.19
254,2025-09-11,14:45:32,A01,8,51446,28.9,8.0,0.15,7.0,96.7,539.5,3011.0,24.3,709.44
255,2025-09-12,08:40:39,A01,8,51438,28.0,7.9,0.15,7.0,97.2,542.0,2712.0,17.9,816.97
256,2025-09-13,16:31:30,A01,8,51430,28.2,7.9,0.16,7.0,99.3,544.5,3335.0,31.8,795.19
257,2025-09-14,16:46:19,A01,8,51419,28.5,8.0,0.15,7.0,95.3,547.0,3878.0,24.2,768.79
258,2025-09-15,13:03:09,A01,8,51408,28.0,7.9,0.15,7.0,96.0,549.5,3841.0,20.3,827.79
259,2025-09-16,09:13:30,A01,8,51400,29.5,7.6,0.15,7.0,95.7,552.0,4309.0,20.2,628.11
260,2025-09-17,16:03:46,A01,8,51388,28.2,8.0,0.15,7.0,97.6,554.5,3751.0,30.8,816.76
261,2025-09-18,12:31:09,A01,8,51376,28.2,7.6,0.15,7.0,95.6,557.0,3784.0,20.5,792.91
262,2025-09-19,12:44:02,A01,8,51365,27.6,7.8,0.15,7.0,95.2,559.5,4666.0,24.2,835.08
263,2025-09-20,17:49:22,A01,8,51355,28.4,8.0,0.15,7.0,99.3,562.0,4298.0,29.1,801.69
264,2025-09-21,10:20:29,A01,8,51347,29.2,8.0,0.16,7.0,98.0,564.5,2565.0,16.5,701.63
265,2025-09-22,08:14:49,A01,8,51338,28.0,8.0,0.15,7.0,95.6,567.0,3949.0,21.9,860.16
266,2025-09-23,11:54:09,A01,8,51329,28.9,8.0,0.17,7.0,98.3,569.5,3674.0,27.7,745.67
267,2025-09-24,10:36:49,A01,8,51317,27.7,8.0,0.2,7.0,97.5,572.0,3900.0,22.7,862.99
268,2025-09-25,10:15:47,A01,8,51306,29.3,7.6,0.21,7.1,96.0,574.5,4517.0,23.6,673.65
269,2025-09-26,13:18:30,A01,8,51295,28.7,8.0,0.18,7.0,97.7,577.0,3735.0,27.0,780.38
270,2025-09-27,15:03:53,A01,8,51288,29.4,8.0,0.17,7.0,96.8,579.5,2899.0,25.8,692.42
271,2025-09-28,09:55:30,A01,8,51279,28.1,7.7,0.2,7.0,98.3,582.0,3738.0,18.9,842.66
272,2025-09-29,17:04:56,A01,8,51270,28.5,7.5,0.21,7.1,97.0,584.5,3710.0,31.2,780.21
273,2025-09-30,09:11:48,A01,8,51261,27.9,7.5,0.24,7.1,98.7,587.0,4697.0,16.1,844.33
274,2025-10-01,13:26:11,A01,8,51253,26.8,8.0,0.22,7.1,96.0,589.5,4543.0,28.2,886.47
275,2025-10-02,13:32:31,A01,8,51244,25.6,8.0,0.23,7.1,95.4,592.0,4379.0,24.1,889.16
276,2025-10-03,08:03:13,A01,8,51237,25.3,8.0,0.22,7.1,98.5,594.5,3335.0,18.5,893.71
277,2025-10-04,17:14:55,A01,8,51226,26.7,7.8,0.24,7.1,95.6,597.0,4351.0,33.2,880.51
278,2025-10-05,17:00:25,A01,8,51215,26.3,7.9,0.24,7.1,99.5,599.5,3869.0,23.8,891.5
279,2025-10-06,15:54:51,A01,8,51206,25.8,7.5,0.25,7.1,96.4,602.0,4993.0,22.9,864.09
280,2025-10-07,17:36:21,A01,8,51199,26.2,8.0,0.25,7.1,99.0,604.5,4630.0,25.7,905.28
281,2025-10-08,08:07:08,A01,8,51192,26.7,8.0,0.25,7.1,98.0,607.0,4176.0,14.5,908.9
282,2025-10-09,08:27:06,A01,8,51183,26.5,8.0,0.23,7.1,95.5,609.5,4832.0,24.3,914.36
283,2025-10-10,09:18:49,A01,8,51172,27.0,8.0,0.22,7.1,96.7,612.0,3640.0,24.9,918.85
284,2025-10-11,09:55:25,A01,8,51161,26.7,7.5,0.2,7.0,95.9,614.5,4157.0,24.6,885.78
285,2025-10-12,16:16:43,A01,8,51154,25.9,7.5,0.23,7.1,97.8,617.0,4566.0,30.4,886.54
286,2025-10-13,17:07:48,A01,8,51146,27.1,7.6,0.25,7.1,97.2,619.5,4273.0,24.9,895.89
287,2025-10-14,12:37:02,A01,8,51135,26.0,7.7,0.27,7.1,100.0,622.0,3641.0,19.5,905.21
288,2025-10-15,11:50:25,A01,8,51126,26.2,7.5,0.28,7.1,97.7,624.5,2844.0,23.2,892.23
289,2025-10-16,17:17:11,A01,8,51116,26.2,7.3,0.26,7.1,95.6,627.0,4328.0,29.4,881.86
290,2025-10-17,14:21:57,A01,8,51104,26.5,7.2,0.27,7.1,97.1,629.5,3850.0,21.1,876.44
291,2025-10-18,08:56:43,A01,8,51097,26.0,6.7,0.27,7.1,98.0,632.0,2813.0,18.6,840.52
292,2025-10-19,09:24:08,A01,8,51088,26.5,6.6,0.27,7.1,96.6,634.5,4766.0,24.5,835.81
293,2025-10-20,14:03:13,A01,8,51077,25.4,6.8,0.27,7.1,98.1,637.0,4050.0,28.7,854.75
294,2025-10-21,15:24:26,A01,8,51069,26.2,6.9,0.28,7.1,96.3,639.5,3451.0,25.4,865.03
295,2025-10-22,10:54:04,A01,8,51058,26.5,6.5,0.29,7.1,99.9,642.0,2848.0,19.5,835.5
296,2025-10-23,09:32:12,A01,8,51046,27.2,6.4,0.28,7.1,95.7,644.5,4716.0,22.6,831.43
297,2025-10-24,10:30:08,A01,8,51038,26.5,5.9,0.26,7.1,99.5,647.0,2632.0,25.0,796.03
298,2025-10-25,17:43:35,A01,8,51030,26.9,6.0,0.28,7.1,96.9,649.5,2851.0,31.2,805.4
299,2025-10-26,09:52:20,A01,8,51022,25.3,6.0,0.25,7.1,95.4,652.0,2587.0,16.1,810.87
300,2025-10-27,16:37:51,A01,8,51013,25.7,5.6,0.27,7.1,98.9,654.5,4470.0,30.8,779.68
301,2025-10-28,17:59:38,A01,8,51005,25.4,6.0,0.26,7.1,99.0,657.0,3069.0,25.4,815.98
302,2025-10-29,11:08:42,A01,8,50997,26.1,5.6,0.25,7.1,96.7,659.5,3746.0,17.2,787.0
303,2025-10-30,16:08:25,A01,8,50988,26.8,5.3,0.25,7.1,96.7,662.0,4998.0,29.0,765.16
304,2025-10-31,16:15:22,A01,8,50976,25.9,5.5,0.27,7.1,99.2,664.5,2920.0,24.1,782.78
305,2025-11-01,16:15:16,A01,8,50964,23.3,5.5,0.26,7.1,98.5,667.0,3904.0,24.0,786.34
306,2025-11-02,09:55:18,A01,8,50954,21.6,5.2,0.28,7.1,96.2,669.5,3431.0,17.7,762.65
307,2025-11-03,12:37:38,A01,8,50944,22.2,5.0,0.27,7.1,96.8,672.0,4752.0,26.7,749.48
308,2025-11-04,11:24:05,A01,8,50933,22.4,5.3,0.24,7.1,96.3,674.5,3761.0,22.8,779.57
309,2025-11-05,13:52:06,A01,8,50925,22.1,5.0,0.24,7.1,96.3,677.0,3068.0,26.5,757.1
310,2025-11-06,17:58:52,A01,8,50913,21.9,5.2,0.27,7.1,96.1,679.5,4665.0,28.1,774.21
311,2025-11-07,12:36:57,A01,8,50903,22.1,5.6,0.27,7.1,97.9,682.0,4312.0,18.6,810.68
312,2025-11-08,17:16:18,A01,8,50893,23.4,5.8,0.25,7.1,95.4,684.5,4162.0,28.7,832.15
313,2025-11-09,08:28:18,A01,8,50884,23.4,6.0,0.28,7.1,98.5,687.0,3142.0,15.2,849.46
314,2025-11-10,10:05:07,A01,8,50872,21.8,6.2,0.27,7.1,95.7,689.5,4047.0,25.6,870.29
315,2025-11-11,13:09:09,A01,8,50862,23.0,6.4,0.28,7.1,97.1,692.0,2570.0,27.1,889.49
316,2025-11-12,08:40:02,A01,8,50851,21.6,6.3,0.25,7.1,97.9,694.5,4097.0,19.5,886.65
317,2025-11-13,15:36:52,A01,8,50843,22.9,6.4,0.24,7.1,98.6,697.0,4818.0,30.9,899.26
318,2025-11-14,14:55:56,A01,8,50832,21.8,6.7,0.21,7.1,98.8,699.5,3229.0,23.3,931.18
319,2025-11-15,13:12:09,A01,8,50823,22.9,6.6,0.22,7.1,98.0,702.0,4883.0,22.3,924.66
320,2025-11-16,16:46:32,A01,8,50815,22.2,6.4,0.23,7.1,97.6,704.5,4927.0,27.6,909.37
321,2025-11-17,10:48:14,A01,8,50805,23.3,6.1,0.22,7.1,95.9,707.0,4505.0,18.0,887.01
322,2025-11-18,12:18:01,A01,8,50793,22.5,6.5,0.2,7.0,97.4,709.5,3658.0,25.5,927.07
323,2025-11-19,12:52:34,A01,8,50786,23.2,6.8,0.17,7.0,97.3,712.0,4248.0,24.6,959.71
324,2025-11-20,08:19:56,A01,8,50775,23.1,6.9,0.16,7.0,95.0,714.5,3359.0,19.5,972.78
325,2025-11-21,12:42:02,A01,8,50763,21.6,6.4,0.17,7.0,96.5,717.0,4982.0,28.4,930.24
326,2025-11-22,12:08:40,A01,8,50752,21.9,6.3,0.18,7.0,98.0,719.5,2839.0,23.4,923.36
327,2025-11-23,16:40:40,A01,8,50740,23.0,6.2,0.17,7.0,95.3,722.0,3083.0,28.5,918.29
328,2025-11-24,11:37:06,A01,8,50730,21.6,5.9,0.17,7.0,99.4,724.5,4664.0,18.9,894.19
329,2025-11-25,12:26:29,A01,8,50722,22.0,5.8,0.15,7.0,95.7,727.0,4067.0,24.8,889.88
330,2025-11-26,12:07:45,A01,8,50713,22.2,5.7,0.15,7.0,98.8,729.5,4934.0,23.7,883.68
331,2025-11-27,13:52:22,A01,8,50703,22.8,5.9,0.18,7.0,97.7,732.0,2953.0,25.7,902.05
332,2025-11-28,14:47:14,A01,8,50693,22.5,6.3,0.19,7.0,99.5,734.5,3853.0,24.9,940.56
333,2025-11-29,16:28:42,A01,8,50683,23.2,6.6,0.17,7.0,95.1,737.0,4089.0,25.7,973.04
334,2025-11-30,11:35:47,A01,8,50673,22.9,6.9,0.15,7.0,95.2,739.5,4900.0,19.1,1005.81
335,2025-12-01,17:33:54,A01,8,50662,19.2,7.1,0.16,7.0,96.3,740.8,3493.0,30.0,1024.85
336,2025-12-02,14:55:13,A01,8,50654,18.7,6.6,0.17,7.0,97.6,742.2,4828.0,21.4,979.3
337,2025-12-03,09:21:34,A01,8,50645,18.3,6.9,0.16,7.0,99.1,743.5,4551.0,18.4,1009.67
338,2025-12-04,14:12:54,A01,8,50634,19.7,6.5,0.15,7.0,97.1,744.8,2980.0,28.9,975.14
339,2025-12-05,16:29:22,A01,8,50624,18.8,6.7,0.17,7.0,98.4,746.2,2786.0,26.3,993.28
340,2025-12-06,17:13:35,A01,8,50612,19.2,6.6,0.17,7.0,97.7,747.5,3222.0,24.7,985.52
341,2025-12-07,16:52:36,A01,8,50604,19.1,6.1,0.15,7.0,98.9,748.8,2934.0,23.7,942.47
342,2025-12-08,08:19:35,A01,8,50596,18.7,6.1,0.18,7.0,99.9,750.2,4622.0,15.4,941.12
343,2025-12-09,11:43:47,A01,8,50585,18.2,6.5,0.16,7.0,97.8,751.5,4716.0,27.4,981.92
344,2025-12-10,12:34:15,A01,8,50573,18.2,6.3,0.16,7.0,96.5,752.8,3229.0,24.8,964.69
345,2025-12-11,15:39:41,A01,8,50564,18.1,6.0,0.15,7.0,95.3,754.2,3111.0,27.1,939.04
346,2025-12-12,12:18:31,A01,8,50552,17.9,5.7,0.15,7.0,99.9,755.5,4805.0,20.6,451.57
347,2025-12-13,10:50:48,A01,8,50541,18.2,5.2,0.17,7.0,95.9,756.8,4978.0,22.5,864.82
348,2025-12-14,09:21:04,A01,8,50530,18.3,5.4,0.19,7.0,99.2,758.2,2713.0,22.5,883.18
349,2025-12-15,16:02:05,A01,8,50520,18.4,5.7,0.21,7.1,96.1,759.5,3473.0,30.7,910.93
350,2025-12-16,09:53:56,A01,8,50512,18.2,5.6,0.22,7.1,97.8,760.8,2597.0,17.9,902.06
351,2025-12-17,17:48:41,A01,8,50505,18.9,5.9,0.2,7.0,95.4,762.2,3506.0,31.9,933.65
352,2025-12-18,17:01:05,A01,8,50494,18.1,6.2,0.18,7.0,98.0,763.5,3884.0,23.2,965.38
353,2025-12-19,13:23:42,A01,8,50483,19.3,5.7,0.17,7.0,97.5,764.8,4174.0,20.4,920.4
354,2025-12-20,17:02:41,A01,8,50475,19.6,6.0,0.18,7.0,95.7,766.2,4089.0,27.6,949.4
355,2025-12-21,09:00:01,A01,8,50468,18.0,6.2,0.15,7.0,97.1,767.5,4988.0,16.0,972.91
356,2025-12-22,13:46:12,A01,8,50457,18.5,5.7,0.15,7.0,96.1,768.8,2670.0,28.8,926.62
357,2025-12-23,17:18:35,A01,8,50446,19.0,6.2,0.15,7.0,97.0,770.2,2995.0,27.5,975.86
358,2025-12-24,15:43:38,A01,8,50436,18.3,6.2,0.15,7.0,96.3,771.5,4089.0,22.4,977.36
359,2025-12-25,11:25:23,A01,8,50428,19.6,6.2,0.16,7.0,98.4,772.8,3526.0,19.7,977.9
360,2025-12-26,15:20:25,A01,8,50418,18.6,6.2,0.15,7.0,95.1,774.2,4864.0,27.9,980.38
361,2025-12-27,09:43:45,A01,8,50411,19.4,6.2,0.17,7.0,95.6,775.5,2939.0,18.4,979.94
362,2025-12-28,12:54:37,A01,8,50400,19.4,6.0,0.18,7.0,97.9,776.8,4946.0,27.2,961.19
363,2025-12-29,09:48:22,A01,8,50390,18.6,6.4,0.16,7.0,96.7,778.2,3126.0,20.9,1003.2
364,2025-12-30,10:19:16,A01,8,50381,18.3,6.5,0.15,7.0,97.1,779.5,3358.0,24.5,1015.43
365,2025-12-31,09:41:04,A01,8,50374,19.4,6.8,0.15,7.0,99.3,780.8,4841.0,23.4,1046.08
